energy_per_atom,energy,density,formation_energy_per_atom,total_magnetization,band_gap,sgr,mp_id,formula,URL,cell_volume
-5.038457293,-50.38457293,3.323563482,-2.760807226,3.0000004,0.0424,139,mp-759652,Li4CoOF4,https://materialsproject.org/materials/mp-759652,89.27829051
-5.135017703,-30.81010622,3.334122924,-2.915517027,4.9999998,3.1454,65,mp-756849,LiFeF4,https://materialsproject.org/materials/mp-756849,69.11831694
-5.201780822,-57.21958904,2.684500041,-2.402959007,4.9999999,2.7067,8,mp-755038,Li5FeO3F2,https://materialsproject.org/materials/mp-755038,109.2046455
-7.088721343,-70.88721343,1.658020894,-0.993569135,0,4.0532,215,mp-18939,LiCo(CO)4,https://materialsproject.org/materials/mp-18939,178.1848057
-5.102921725,-66.33798243,2.574948391,-1.831140347,1.9999998,0,148,mp-771897,Li6FeO6,https://materialsproject.org/materials/mp-771897,124.7766295
-5.098792681,-76.48189021,2.668403387,-2.008852466,4.0000001,0.3296,2,mp-756356,Li8FeO6,https://materialsproject.org/materials/mp-756356,129.0453258
-3.223423486,-16.11711743,3.551251771,-0.057747672,2.0940381,0,221,mp-1068795,NiNF3,https://materialsproject.org/materials/mp-1068795,60.6445667
-5.096195265,-71.34673371,2.676952189,-1.921828796,3,0.3228,146,mp-752471,Li7FeO6,https://materialsproject.org/materials/mp-752471,124.327653
-4.739196574,-52.13116231,2.917397311,-2.132426976,1.0000001,0,12,mp-759151,Li5NiO3F2,https://materialsproject.org/materials/mp-759151,102.1080515
-5.813318463,-23.25327385,4.176983158,-1.933802768,4.9999996,1.9441,166,mp-19359,NaFeO2,https://materialsproject.org/materials/mp-19359,44.06133848
-5.091870697,-76.37806046,2.576539511,-2.188988153,5,2.7118,1,mp-755400,Li8FeO5F,https://materialsproject.org/materials/mp-755400,135.5791148
-5.109872458,-66.42834196,2.571492052,-2.053926854,3.0012552,0,1,mp-757357,Li6FeO5F,https://materialsproject.org/materials/mp-757357,126.8809457
-5.10444718,-71.46226052,2.582803432,-2.130499644,4.0000001,0.6864,1,mp-754420,Li7FeO5F,https://materialsproject.org/materials/mp-754420,130.7877869
-5.124058091,-66.61275518,2.579084403,-2.28394826,4,1.0191,2,mp-755545,Li6Fe(O2F)2,https://materialsproject.org/materials/mp-755545,128.4383345
-4.541190013,-18.16476005,4.570999119,-1.189817916,1.0000001,0,166,mp-578611,NaNiO2,https://materialsproject.org/materials/mp-578611,41.29804956
-7.358845978,-117.7415357,1.777444069,0.134708955,0,4.1762,162,mp-570847,CoH3(CN)6,https://materialsproject.org/materials/mp-570847,203.719205
-5.006821785,-60.08186142,3.179239965,-2.831403164,2.9961167,0.0798,123,mp-752884,Li5CoOF5,https://materialsproject.org/materials/mp-752884,106.8794623
-5.004163231,-60.04995877,2.536098345,-2.82874461,2.9999174,1.0418,156,mp-850339,Li5CoOF5,https://materialsproject.org/materials/mp-850339,133.9835494
-7.124814781,-71.24814781,3.149959583,-1.980390598,5,2.1145,148,mp-753899,LiFe(CO3)2,https://materialsproject.org/materials/mp-753899,96.3672195
-4.22496482,-16.89985928,4.02832351,-0.873592723,2.1251868,0,123,mp-1147543,NaNiO2,https://materialsproject.org/materials/mp-1147543,46.86151638
-4.567300695,-18.26920278,4.635043433,-1.215928598,1.0000001,0.5083,12,mp-19149,NaNiO2,https://materialsproject.org/materials/mp-19149,40.72741731
-4.972745359,-74.59118038,2.528041191,-2.256920485,3.9999998,3.2065,2,mp-1176841,Li8Fe(O2F)2,https://materialsproject.org/materials/mp-1176841,140.1499744
-4.982164206,-74.73246309,2.370744129,-2.266339332,3.9999998,2.9018,2,mp-752873,Li8Fe(O2F)2,https://materialsproject.org/materials/mp-752873,149.4488181
-4.921098338,-54.13208172,2.941399891,-2.721366447,3.3406677,0,12,mp-754887,Li4CoOF5,https://materialsproject.org/materials/mp-754887,111.6032054
-2.102555788,-8.41022315,2.156368318,0.678743942,1.6007223,0,225,mp-1006112,Na3Co,https://materialsproject.org/materials/mp-1006112,98.49296035
